Character A,Character B,Image count,Earliest appearance,Total upvotes,Upvotes per day,Total Wilson score,Wilson per day,Images per day
Cheerilee,Ms. Harshwhinny,1,2014-06-12 21:45:22.793000+00:00,392,0.22451317296678122,387,0.22164948453608246,0.000572737686139748
Prince Blueblood,Radiant Hope,1,2018-10-14 17:22:00.728000+00:00,36,0.2236024844720497,34,0.2111801242236025,0.006211180124223602
Comet Tail,Rarity,10,2016-02-26 19:07:23.586000+00:00,250,0.22281639928698752,175,0.15597147950089127,0.008912655971479501
Plaid Stripes,Sweetie Belle,2,2016-10-09 21:26:07.678000+00:00,198,0.22098214285714285,195,0.21763392857142858,0.002232142857142857
Sour Sweet,Sunburst,5,2016-06-29 01:14:12.051000+00:00,219,0.21943887775551102,198,0.19839679358717435,0.00501002004008016
Minuette,Spitfire,6,2014-11-03 07:10:40.013000+00:00,350,0.2184769038701623,333,0.20786516853932585,0.003745318352059925
Spike,Suri Polomare,3,2014-03-20 01:54:31.982000+00:00,397,0.21693989071038253,370,0.20218579234972678,0.001639344262295082
Inky Rose,Maud Pie,1,2017-06-09 16:27:46.598000+00:00,141,0.21592649310872894,136,0.2082695252679939,0.0015313935681470138
Maud Pie,Moonlight Raven,1,2017-06-09 16:27:46.598000+00:00,141,0.21592649310872894,136,0.2082695252679939,0.0015313935681470138
Fancypants,Quibble Pants,3,2016-07-25 15:08:16.931000+00:00,208,0.2139917695473251,194,0.19958847736625515,0.0030864197530864196
Adagio Dazzle,Spitfire,1,2017-07-27 15:46:47.038000+00:00,127,0.20991735537190082,125,0.2066115702479339,0.001652892561983471
Braeburn,Zecora,5,2012-10-17 15:23:03+00:00,493,0.20987654320987653,468,0.19923371647509577,0.0021285653469561515
Applejack,Bloomberg,5,2012-01-06 07:43:02+00:00,547,0.2076689445709947,508,0.19286256643887623,0.0018982536066818527
Fernando The Straw,Pinkie Pie,1,2015-11-22 03:16:33.653000+00:00,250,0.20525451559934318,212,0.17405582922824303,0.0008210180623973727
Cherry Jubilee,Pinkie Pie,4,2013-05-29 21:43:13.726000+00:00,426,0.20047058823529412,392,0.1844705882352941,0.0018823529411764706
Limelight,Pacific Glow,4,2016-06-23 15:47:04.083000+00:00,196,0.1952191235059761,168,0.16733067729083664,0.00398406374501992
Bloomberg,Tom,5,2012-07-02 22:59:02+00:00,478,0.19462540716612378,444,0.18078175895765472,0.002035830618892508
Fuchsia Blush,Lavender Lace,8,2015-06-18 04:06:27.308000+00:00,267,0.19418181818181818,243,0.17672727272727273,0.005818181818181818
Derpy Hooves,Scootaloo,3,2012-06-17 23:36:06+00:00,479,0.19384864427357346,457,0.1849453662484824,0.0012140833670578712
Big Macintosh,Cheese Sandwich,6,2014-01-15 18:47:07.956000+00:00,358,0.1890179514255544,335,0.17687434002111932,0.0031678986272439284
Jasmine Leaf,Trixie,1,2017-11-11 19:28:48.869000+00:00,94,0.18875502008032127,94,0.18875502008032127,0.002008032128514056
Screw Loose,Screwball,5,2012-06-28 20:09:44+00:00,451,0.18333333333333332,440,0.17886178861788618,0.0020325203252032522
Braeburn,Prince Blueblood,8,2012-06-24 04:48:28+00:00,451,0.18303571428571427,421,0.1708603896103896,0.003246753246753247
Cheerilee,Feather Bangs,4,2017-05-13 22:25:27.189000+00:00,124,0.18235294117647058,77,0.11323529411764706,0.0058823529411764705
Caramel,Limestone Pie,3,2015-12-06 23:28:06.732000+00:00,217,0.18023255813953487,172,0.14285714285714285,0.0024916943521594683
Marble Pie,Trixie,7,2013-01-31 22:39:10.035000+00:00,403,0.17967008470798038,383,0.1707534551939367,0.003120820329915292
Coco Pommel,Silver Shill,6,2014-06-22 19:55:52.740000+00:00,310,0.17857142857142858,286,0.16474654377880185,0.0034562211981566822
Dumbbell,Hoops,12,2012-12-11 05:48:55.949000+00:00,406,0.17698343504795117,338,0.14734088927637315,0.0052310374891020054
Flitter,Spike,4,2012-06-20 04:40:43+00:00,429,0.17382495948136142,405,0.16410048622366288,0.0016207455429497568
Button Mash,Spike,2,2014-06-07 00:26:23.865000+00:00,299,0.17075956596230726,280,0.1599086236436322,0.001142204454597373
Blossomforth,Marble Pie,2,2016-11-13 18:26:55.098000+00:00,147,0.17073170731707318,146,0.16957026713124274,0.0023228803716608595
Lightning Dust,Sunset Shimmer,5,2013-08-26 23:28:40.791000+00:00,343,0.16846758349705304,324,0.15913555992141454,0.002455795677799607
Cheerilee,Fleetfoot,1,2014-07-10 16:31:39.169000+00:00,286,0.16647264260768335,282,0.16414435389988358,0.0005820721769499418
Inky Rose,Zecora,1,2018-06-01 07:52:46.845000+00:00,49,0.16554054054054054,45,0.15202702702702703,0.0033783783783783786
Fluttershy,Snails,2,2012-06-18 20:35:39+00:00,406,0.16437246963562754,379,0.1534412955465587,0.0008097165991902834
Indigo Zap,Starlight Glimmer,3,2016-06-04 20:21:12.868000+00:00,167,0.16324535679374388,151,0.14760508308895406,0.002932551319648094
Pound Cake,Princess Skyla,1,2018-10-06 09:05:16.005000+00:00,27,0.15976331360946747,27,0.15976331360946747,0.005917159763313609
Cheerilee,Sunshower,1,2016-11-11 20:48:26.911000+00:00,137,0.15874855156431056,133,0.1541135573580533,0.0011587485515643105
Limestone Pie,Minuette,3,2016-11-15 11:58:56.667000+00:00,132,0.15366705471478465,119,0.13853317811408614,0.0034924330616996507
Fancypants,Saffron Masala,4,2016-07-27 20:23:25.502000+00:00,149,0.15360824742268042,142,0.1463917525773196,0.004123711340206186
Diamond Tiara,Shady Daze,6,2012-07-10 05:44:46+00:00,369,0.15073529411764705,326,0.13316993464052287,0.0024509803921568627
Adagio Dazzle,Pinkie Pie,2,2015-05-14 19:12:26.357000+00:00,209,0.14822695035460992,186,0.13191489361702127,0.0014184397163120568
Party Favor,Troubleshoes Clyde,2,2015-06-06 20:34:38.932000+00:00,203,0.14635904830569574,198,0.14275414563806776,0.0014419610670511895
Apple Bumpkin,Cheerilee,1,2014-08-28 11:45:59.269000+00:00,241,0.14439784301977232,236,0.14140203714799282,0.0005991611743559018
Pinkie Pie,Spitfire,5,2013-03-09 00:02:47.699000+00:00,316,0.14324569356300998,299,0.13553943789664552,0.0022665457842248413
Coco Pommel,Octavia Melody,2,2015-09-28 15:54:39.250000+00:00,171,0.13432835820895522,166,0.13040062843676356,0.0015710919088766694
Cheerilee,King Sombra,3,2013-05-31 10:22:46.740000+00:00,285,0.1342439943476213,277,0.1304757418747056,0.001413094677343382
Applejack,Spitfire,5,2012-07-12 14:13:43+00:00,322,0.13164349959116925,306,0.12510220768601799,0.002044153720359771
Princess Ember,Trixie,1,2018-12-15 22:38:00.075000+00:00,13,0.13131313131313133,10,0.10101010101010101,0.010101010101010102
Inky Rose,Zephyr Breeze,2,2017-10-12 00:47:55.337000+00:00,69,0.13068181818181818,62,0.11742424242424243,0.003787878787878788
Moondancer,Zephyr Breeze,2,2016-06-07 23:39:21.501000+00:00,132,0.12941176470588237,113,0.11078431372549019,0.00196078431372549
Adagio Dazzle,Violet Blurr,7,2015-08-14 18:19:35.496000+00:00,170,0.12898330804248861,148,0.11229135053110774,0.005311077389984826
Apple Fritter,King Sombra,1,2015-12-03 15:51:08.237000+00:00,153,0.1267605633802817,152,0.1259320629660315,0.0008285004142502071
Derpy Hooves,Thunderlane,4,2012-06-18 00:11:04+00:00,310,0.12550607287449392,301,0.12186234817813765,0.0016194331983805667
Thunderlane,Troubleshoes Clyde,1,2016-09-10 15:18:11.579000+00:00,116,0.1254054054054054,114,0.12324324324324325,0.001081081081081081
Applejack,Spoiled Rich,1,2016-10-08 22:40:09.038000+00:00,108,0.12040133779264214,103,0.11482720178372352,0.0011148272017837235
Braeburn,Bulk Biceps,1,2016-09-10 03:47:58.713000+00:00,111,0.12,110,0.11891891891891893,0.001081081081081081
Fire Streak,Wave Chill,3,2015-03-21 01:19:05.829000+00:00,174,0.11885245901639344,171,0.1168032786885246,0.0020491803278688526
Prince Rutherford,Princess Ember,1,2017-03-12 01:41:17.679000+00:00,88,0.11859838274932614,86,0.11590296495956873,0.0013477088948787063
Moondancer,Princess Luna,3,2015-12-29 02:30:16.408000+00:00,140,0.11854360711261643,125,0.10584250635055038,0.002540220152413209
Kevin (Changeling),Princess Flurry Heart,2,2016-02-14 22:16:34.795000+00:00,132,0.1164021164021164,121,0.10670194003527336,0.001763668430335097
Derpy Hooves,Inky Rose,1,2018-07-17 14:35:15.778000+00:00,29,0.116,27,0.108,0.004
Filthy Rich,Rarity,4,2015-06-15 00:02:29.711000+00:00,157,0.11393323657474601,110,0.07982583454281568,0.002902757619738752
Bloomberg,Rainbow Dash,1,2016-03-17 07:06:19.337000+00:00,125,0.11343012704174228,125,0.11343012704174228,0.0009074410163339383
Lyra Heartstrings,Spitfire,2,2014-04-16 14:23:41.522000+00:00,204,0.11314475873544093,192,0.1064891846921797,0.0011092623405435386
Fashion Plate,Zephyr Breeze,2,2016-07-15 18:12:43.226000+00:00,109,0.1109979633401222,102,0.10386965376782077,0.002036659877800407
Minuette,Pinkie Pie,3,2013-11-08 19:13:21.786000+00:00,211,0.10754332313965341,208,0.10601427115188583,0.0015290519877675841
Applejack,Silver Shill,8,2014-03-30 13:01:58.726000+00:00,193,0.10604395604395604,134,0.07362637362637363,0.004395604395604396
Sunset Shimmer,Thorax,1,2016-11-06 14:05:24.155000+00:00,91,0.10483870967741936,81,0.09331797235023041,0.001152073732718894
Bon Bon,Minuette,4,2012-01-20 01:36:21+00:00,271,0.10343511450381679,236,0.0900763358778626,0.0015267175572519084
Flim,Twilight Sparkle,6,2012-07-05 04:05:31+00:00,251,0.10232368528332654,209,0.08520179372197309,0.0024459845087647777
Sludge (Dragon),Twilight Sparkle,1,2018-10-07 01:17:41.209000+00:00,17,0.10119047619047619,-14,-0.08333333333333333,0.005952380952380952
Coco Pommel,Inky Rose,1,2018-01-20 00:47:55.383000+00:00,43,0.10046728971962617,43,0.10046728971962617,0.002336448598130841
Roseluck,Sweetie Belle,1,2017-01-11 17:23:50.486000+00:00,80,0.09975062344139651,77,0.09600997506234414,0.0012468827930174563
Applejack,Coco Pommel,1,2016-04-12 01:36:16.802000+00:00,107,0.09944237918215613,106,0.09851301115241635,0.0009293680297397769
Big Macintosh,Lily Valley,8,2012-07-31 18:02:02+00:00,233,0.09600329625051504,215,0.08858673259167697,0.003296250515039143
Adagio Dazzle,Princess Luna,2,2014-10-20 06:34:42.661000+00:00,152,0.09405940594059406,132,0.08168316831683169,0.0012376237623762376
Flam,Trixie,4,2013-01-31 20:07:05.695000+00:00,210,0.09362460989745876,198,0.08827463218903255,0.0017833259028087382
Coco Pommel,Tree Hugger,2,2015-06-30 16:22:56.136000+00:00,127,0.09317681584739546,123,0.09024211298606016,0.001467351430667645
Sugar Belle,Trixie,2,2015-08-07 21:28:24.860000+00:00,122,0.09207547169811321,118,0.0890566037735849,0.0015094339622641509
Flam,Sapphire Shores,3,2014-01-04 06:54:26.688000+00:00,174,0.09133858267716535,153,0.08031496062992126,0.0015748031496062992
Coco Pommel,Sassy Saddles,3,2015-09-27 22:11:02.861000+00:00,116,0.09105180533751962,110,0.08634222919937205,0.002354788069073783
Daring Do,Fluttershy,3,2013-02-15 22:44:19.445000+00:00,202,0.09066427289048475,193,0.08662477558348294,0.0013464991023339318
Spitfire,Zephyr Breeze,3,2017-01-26 22:01:20.121000+00:00,70,0.08894536213468869,41,0.052096569250317665,0.0038119440914866584
Soarin',Sunset Shimmer,3,2016-11-15 22:24:02.421000+00:00,76,0.08847497089639116,37,0.04307334109429569,0.0034924330616996507
Aria Blaze,Double Diamond,2,2016-11-30 13:58:06.233000+00:00,74,0.08767772511848342,66,0.07819905213270142,0.002369668246445498
Cherry Jubilee,Sapphire Shores,1,2016-09-10 14:49:08.423000+00:00,81,0.08756756756756756,80,0.08648648648648649,0.001081081081081081
Lightning Dust,Marble Pie,1,2016-08-31 00:43:28.750000+00:00,81,0.08663101604278074,77,0.08235294117647059,0.0010695187165775401
Lightning Dust,Wind Rider,2,2015-11-25 06:59:01.459000+00:00,92,0.0757201646090535,85,0.06995884773662552,0.0016460905349794238
Soarin',Sunburst,1,2016-08-09 07:01:22.970000+00:00,72,0.07523510971786834,67,0.07001044932079414,0.0010449320794148381
Spearhead,Tree Hugger,2,2018-01-07 19:29:49.950000+00:00,33,0.07482993197278912,27,0.061224489795918366,0.0045351473922902496
Rainbow Dash,Sunshine Smiles,1,2016-10-15 21:50:00.026000+00:00,65,0.07303370786516854,62,0.0696629213483146,0.0011235955056179776
Cheerilee,Derpy Hooves,2,2012-09-29 20:01:49+00:00,172,0.07266582171525138,168,0.07097591888466413,0.0008449514152936206
Prince Blueblood,Svengallop,3,2015-11-22 21:04:11.603000+00:00,86,0.07060755336617405,60,0.04926108374384237,0.0024630541871921183
Rover,Trixie,3,2012-09-04 13:33:39+00:00,168,0.07023411371237458,157,0.06563545150501672,0.001254180602006689
Fancypants,Twilight Sparkle,3,2014-06-05 09:41:55.271000+00:00,120,0.06845407872219053,107,0.061038220193953226,0.0017113519680547634
Sunburst,Violet Spark,1,2017-01-11 17:22:05.926000+00:00,54,0.06733167082294264,47,0.05860349127182045,0.0012468827930174563
Sunset Shimmer,Zephyr Breeze,1,2016-12-16 20:52:58.993000+00:00,55,0.06642512077294686,37,0.04468599033816425,0.0012077294685990338
Cherry Berry,Lemon Hearts,1,2014-03-27 22:27:56.393000+00:00,121,0.06637410861217773,120,0.06582556226001098,0.0005485463521667581
Flam,Twilight Sparkle,20,2012-06-18 06:20:47+00:00,163,0.0659919028340081,-288,-0.11659919028340081,0.008097165991902834
Coloratura,Soarin',1,2016-05-11 11:10:04.175000+00:00,68,0.06494746895893028,63,0.06017191977077364,0.0009551098376313276
Filthy Rich,Whoa Nelly,2,2015-11-25 20:15:43.162000+00:00,78,0.06419753086419754,69,0.056790123456790124,0.0016460905349794238
Fleetfoot,Roseluck,1,2015-11-17 21:51:35.767000+00:00,78,0.06377759607522486,78,0.06377759607522486,0.0008176614881439084
Double Diamond,Trixie,1,2016-12-28 00:33:20.882000+00:00,52,0.06372549019607843,48,0.058823529411764705,0.0012254901960784314
Daring Do,Moondancer,1,2015-07-06 20:38:31.296000+00:00,85,0.06263817243920412,83,0.061164333087693444,0.0007369196757553427
Braeburn,Cheerilee,3,2014-07-10 21:03:19.444000+00:00,104,0.06053550640279395,92,0.05355064027939464,0.0017462165308498253
Big Macintosh,Filthy Rich,4,2012-11-04 21:18:58+00:00,140,0.06006006006006006,134,0.057486057486057486,0.001716001716001716
Suri Polomare,Trixie,1,2017-06-16 22:23:40.302000+00:00,38,0.058823529411764705,34,0.05263157894736842,0.0015479876160990713
Cloudchaser,Spitfire,1,2014-01-16 03:58:30.799000+00:00,110,0.05810882197569995,104,0.0549392498679345,0.0005282620179609086
Coco Pommel,Svengallop,1,2016-11-24 20:09:16.733000+00:00,49,0.05764705882352941,29,0.03411764705882353,0.001176470588235294
Microchips,Sandalwood,3,2015-08-08 16:00:12.661000+00:00,76,0.05740181268882175,39,0.02945619335347432,0.0022658610271903325
Flam,Pinkie Pie,4,2012-09-07 01:39:17+00:00,130,0.05441607367099205,117,0.04897446630389284,0.0016743407283382169
Flim,Pinkie Pie,3,2012-09-07 01:39:17+00:00,124,0.05190456257848472,111,0.046462955211385513,0.0012557555462536626
Flam,Fluttershy,3,2016-08-24 18:30:28.602000+00:00,48,0.050955414012738856,38,0.040339702760084924,0.0031847133757961785
Flash Sentry,Limestone Pie,1,2017-08-12 20:04:01.973000+00:00,30,0.050933786078098474,29,0.04923599320882852,0.001697792869269949
Scorpan,Twilight Sparkle,6,2012-09-16 13:41:40+00:00,121,0.05084033613445378,98,0.041176470588235294,0.0025210084033613447
Suri Polomare,Svengallop,1,2017-05-11 01:38:20.304000+00:00,34,0.04985337243401759,32,0.0469208211143695,0.001466275659824047
Prince Blueblood,Princess Ember,1,2017-09-03 15:26:48.403000+00:00,27,0.047619047619047616,25,0.04409171075837742,0.001763668430335097
Photo Finish,Suri Polomare,1,2018-05-31 18:36:24.782000+00:00,14,0.04713804713804714,11,0.037037037037037035,0.003367003367003367
Lemon Hearts,Spike,2,2012-10-04 20:12:07+00:00,105,0.04445385266723116,90,0.03810330228619814,0.000846740050804403
Rarity,Sapphire Shores,1,2012-08-12 17:51:28+00:00,105,0.043478260869565216,104,0.043064182194616975,0.00041407867494824016
Crimson Napalm,Indigo Zap,3,2015-09-25 18:44:29.479000+00:00,55,0.04310344827586207,38,0.029780564263322883,0.0023510971786833857
Lightning Dust,Suri Polomare,1,2016-01-15 11:11:15.589000+00:00,50,0.0429553264604811,50,0.0429553264604811,0.000859106529209622
Double Diamond,Fluttershy,1,2016-12-20 19:08:54.553000+00:00,35,0.04247572815533981,32,0.038834951456310676,0.0012135922330097086
Screwball,Spitfire,2,2013-07-16 19:44:39.446000+00:00,87,0.04188733750601829,86,0.041405873856523834,0.0009629272989889263
Flitter,Hoops,4,2013-03-13 18:10:59.986000+00:00,87,0.039509536784741145,44,0.019981834695731154,0.0018165304268846503
Discord,Steven Magnet,4,2012-07-04 01:14:16+00:00,95,0.038712306438467806,80,0.032599837000814993,0.0016299918500407497
Adagio Dazzle,Discord,1,2015-07-20 15:27:26.866000+00:00,48,0.035740878629932984,29,0.021593447505584513,0.0007446016381236039
Adagio Dazzle,Zecora,1,2015-07-20 15:27:26.866000+00:00,48,0.035740878629932984,29,0.021593447505584513,0.0007446016381236039
Moonlight Raven,Sonata Dusk,1,2015-09-19 18:43:31.017000+00:00,45,0.035101404056162244,40,0.031201248049921998,0.00078003120124805
Doctor Horse,Doctor Stable,1,2012-07-05 04:19:03+00:00,86,0.03505911129229515,83,0.03383611903791276,0.00040766408479412964
Dance Fever,Hugh Jelly,1,2015-06-06 18:46:48.457000+00:00,48,0.03460706560922855,46,0.03316510454217736,0.0007209805335255948
Cherry Jubilee,Flim,2,2014-06-04 16:15:12.733000+00:00,59,0.033637400228050174,49,0.027936145952109463,0.0011402508551881414
Maud Pie,Sapphire Shores,1,2014-10-16 02:23:53.777000+00:00,54,0.03333333333333333,53,0.03271604938271605,0.0006172839506172839
Limestone Pie,Pokey Pierce,3,2012-11-16 02:41:45+00:00,71,0.030616645105648987,45,0.019404915912031046,0.00129366106080207
Hoops,Limestone Pie,3,2016-09-20 23:51:24.952000+00:00,28,0.030601092896174863,-40,-0.04371584699453552,0.003278688524590164
Night Glider,Starlight Glimmer,1,2015-07-12 17:24:39.366000+00:00,41,0.030347890451517395,38,0.028127313101406367,0.0007401924500370096
Caramel,Princess Celestia,1,2012-12-30 12:46:26.438000+00:00,63,0.027692307692307693,62,0.027252747252747254,0.00043956043956043956
Spike,Twinkleshine,1,2015-07-12 23:41:13.509000+00:00,37,0.027387120651369355,27,0.01998519615099926,0.0007401924500370096
Minuette,Trixie,3,2013-01-26 10:06:04.363000+00:00,57,0.025355871886120998,51,0.022686832740213523,0.0013345195729537367
Discord,Sapphire Shores,1,2012-06-23 16:30:40+00:00,62,0.02515212981744422,53,0.02150101419878296,0.00040567951318458417
Apple Fritter,Minuette,1,2013-01-04 03:08:30.453000+00:00,51,0.022466960352422908,49,0.02158590308370044,0.0004405286343612335
Filthy Rich,Shining Armor,1,2014-02-08 23:03:32.504000+00:00,42,0.022459893048128343,41,0.021925133689839574,0.0005347593582887701
Applejack,Maud Pie,1,2015-06-25 09:47:18.436000+00:00,28,0.02046783625730994,-8,-0.005847953216374269,0.0007309941520467836
Cheerilee,Doctor Muffin Top,1,2018-08-02 13:57:25.193000+00:00,4,0.017094017094017096,-5,-0.021367521367521368,0.004273504273504274
Fluttershy,Sapphire Shores,2,2012-11-17 15:54:31+00:00,39,0.016824849007765316,38,0.01639344262295082,0.0008628127696289905
Prince Blueblood,Suri Polomare,1,2017-09-17 23:55:44.258000+00:00,7,0.012681159420289856,-13,-0.02355072463768116,0.0018115942028985507
Gilda,Soarin',1,2014-04-19 15:27:29.206000+00:00,20,0.011111111111111112,15,0.008333333333333333,0.0005555555555555556
