Character A,Character B,Image count,Earliest appearance,Total upvotes,Upvotes per day,Total Wilson score,Wilson per day,Images per day
Comet Tail,Twilight Sparkle,254,2012-10-04 03:57:47+00:00,6741,2.8539373412362403,3611,1.5287891617273497,0.10753598645215919
Apple Bloom,Fluttershy,17,2013-01-08 18:15:37.590000+00:00,6448,2.845542806707855,6263,2.763901147396293,0.007502206531332745
Boulder (Pet),Maud Pie,13,2014-03-15 18:03:41.384000+00:00,5153,2.8081743869209808,5043,2.7482288828337875,0.007084468664850136
Big Macintosh,Silver Spoon,17,2013-08-13 10:24:19.732000+00:00,5742,2.8023426061493413,5600,2.7330405075646658,0.008296730112249878
Blossomforth,Thunderlane,55,2012-06-20 20:10:20+00:00,6911,2.8002431118314424,6422,2.6021069692058347,0.022285251215559156
Flash Sentry,Timber Spruce,67,2016-08-01 20:32:41.067000+00:00,2699,2.7968911917098445,1515,1.5699481865284974,0.0694300518134715
Garble,Spike,31,2012-06-30 16:18:17+00:00,6824,2.776240846216436,6549,2.664361269324654,0.012611879576891782
Cookie Crumbles,Spike,8,2013-03-28 12:57:31.619000+00:00,5968,2.7288523090992225,5864,2.6812985825331506,0.003657978966620942
Inky Rose,Lily Lace,9,2017-05-25 09:13:21.841000+00:00,1810,2.7095808383233533,1774,2.655688622754491,0.01347305389221557
Hoo'far,Saffron Masala,10,2018-09-23 23:29:57.060000+00:00,493,2.708791208791209,461,2.532967032967033,0.054945054945054944
Princess Luna,Sweetie Belle,13,2014-03-25 15:35:33.105000+00:00,4930,2.7013698630136984,4787,2.623013698630137,0.007123287671232876
Big Macintosh,Nurse Redheart,21,2012-08-14 09:54:52+00:00,6497,2.6924989639452965,6349,2.6311645254869456,0.00870285951098218
Lemon Zest,Vinyl Scratch,14,2015-11-27 13:06:03.507000+00:00,3260,2.6875515251442703,3180,2.6215993404781535,0.011541632316570486
Lemon Zest,Sour Sweet,13,2015-10-03 22:47:41.647000+00:00,3404,2.684542586750789,3341,2.6348580441640377,0.01025236593059937
Soarin',Twilight Sparkle,42,2012-06-18 00:16:47+00:00,6572,2.6607287449392714,6232,2.523076923076923,0.01700404858299595
Double Diamond,Starlight Glimmer,22,2015-04-05 22:28:04.018000+00:00,3843,2.652173913043478,3637,2.510006901311249,0.01518288474810214
Applejack,Flim,138,2012-06-18 10:59:47+00:00,6513,2.636842105263158,5177,2.0959514170040485,0.055870445344129556
Gabby,Scootaloo,23,2016-09-11 22:13:33.726000+00:00,2414,2.6125541125541125,2256,2.4415584415584415,0.024891774891774892
Flash Magnus,Rainbow Dash,13,2017-10-09 19:37:16.723000+00:00,1383,2.6045197740112993,1308,2.463276836158192,0.02448210922787194
Flash Sentry,Sunburst,27,2016-03-03 03:37:39.284000+00:00,2875,2.576164874551971,2515,2.253584229390681,0.024193548387096774
Spitfire,Thunderlane,27,2013-10-17 23:47:03.291000+00:00,5068,2.5544354838709675,4886,2.462701612903226,0.013608870967741936
Braeburn,Promontory,21,2012-06-18 21:30:44+00:00,6291,2.5469635627530365,6136,2.4842105263157896,0.008502024291497975
Flash Sentry,Rainbow Dash,52,2013-09-20 21:43:46.769000+00:00,5096,2.5340626553953256,4229,2.1029338637493784,0.025857782197911485
Adagio Dazzle,Princess Celestia,9,2015-02-02 07:02:12.328000+00:00,3816,2.5254798146922566,3664,2.42488418266049,0.005956320317670417
Snails,Trixie,37,2012-01-20 02:35:18+00:00,6550,2.5,6222,2.3748091603053436,0.014122137404580152
Inky Rose,Moonlight Raven,22,2017-05-16 02:19:46.330000+00:00,1686,2.4903988183161005,1547,2.2850812407680947,0.03249630723781388
Cheerilee,Silver Spoon,31,2012-07-06 00:02:25+00:00,6086,2.4820554649265905,5992,2.4437194127243065,0.01264274061990212
Dinky Hooves,Lily Longsocks,33,2016-08-11 07:38:45.728000+00:00,2365,2.4764397905759163,2234,2.339267015706806,0.03455497382198953
Pinkie Pie,Princess Celestia,47,2012-06-20 00:51:17+00:00,6087,2.4663695299837927,5693,2.3067260940032415,0.019043760129659644
Snips,Sweetie Belle,15,2012-08-11 21:41:41+00:00,5945,2.4606788079470197,5715,2.365480132450331,0.006208609271523178
Applejack,Cheerilee,4,2015-10-29 18:51:53.729000+00:00,3053,2.4581320450885666,3015,2.427536231884058,0.00322061191626409
Big Macintosh,Hoity Toity,27,2012-07-02 22:59:02+00:00,6037,2.458061889250814,5824,2.3713355048859937,0.010993485342019544
Pinkie Pie,Smooze,17,2015-03-05 16:00:06.268000+00:00,3629,2.452027027027027,3437,2.3222972972972973,0.011486486486486487
Thorax,Trixie,36,2016-10-09 04:42:38.511000+00:00,2195,2.4497767857142856,2065,2.3046875,0.04017857142857143
Snips,Trixie,32,2012-09-25 04:13:22+00:00,5787,2.4407423028258117,5234,2.207507380851961,0.013496415014761703
Princess Luna,Thorax,9,2016-10-07 18:31:18.729000+00:00,2190,2.4387527839643655,2074,2.309576837416481,0.01002227171492205
Princess Cadance,Spitfire,2,2018-03-01 12:43:24.794000+00:00,945,2.435567010309278,907,2.3376288659793816,0.005154639175257732
Princess Flurry Heart,Thorax,21,2016-08-21 11:53:24.534000+00:00,2299,2.4328042328042327,2098,2.22010582010582,0.022222222222222223
Dinky Hooves,Pipsqueak,79,2012-01-22 21:37:49+00:00,6367,2.432009167303285,5924,2.26279602750191,0.030175706646294882
Tree Hugger,Zephyr Breeze,38,2016-06-08 08:18:46.724000+00:00,2477,2.4308145240431798,2247,2.2051030421982336,0.03729146221786065
Fluttershy,Shining Armor,22,2012-07-29 02:52:24+00:00,5852,2.409221902017291,5668,2.3334705640181146,0.009057225195553726
Princess Celestia,Queen Novo,17,2017-02-11 18:21:13.566000+00:00,1848,2.396887159533074,1698,2.2023346303501947,0.02204928664072633
Babs Seed,Button Mash,45,2013-02-14 04:59:48.716000+00:00,5342,2.3965903992821893,5018,2.2512337371018396,0.020188425302826378
Night Light,Nurse Redheart,2,2018-12-13 07:59:10.559000+00:00,241,2.386138613861386,225,2.227722772277228,0.019801980198019802
Applejack,Steam Gauge,3,2016-05-28 23:11:10.390000+00:00,2425,2.354368932038835,2383,2.3135922330097087,0.002912621359223301
Braeburn,Marble Pie,42,2015-10-28 12:19:00.007000+00:00,2892,2.3266291230893,2639,2.1230893000804505,0.03378921962992759
Princess Flurry Heart,Queen Chrysalis,4,2017-06-09 07:12:15.318000+00:00,1491,2.2833078101071975,1420,2.1745788667687598,0.006125574272588055
Prince Blueblood,Rarity,125,2012-06-13 05:30:32+00:00,5617,2.2694949494949497,4416,1.7842424242424242,0.050505050505050504
Lightning Dust,Limestone Pie,13,2018-09-02 19:53:49.100000+00:00,460,2.2660098522167487,415,2.044334975369458,0.06403940886699508
Applejack,Zecora,26,2012-07-02 22:59:02+00:00,5561,2.2642508143322475,5390,2.1946254071661238,0.010586319218241042
Spike,Vinyl Scratch,26,2012-07-27 00:50:18+00:00,5451,2.242287124640066,5106,2.100370218017277,0.0106951871657754
Lemon Hearts,Twilight Sparkle,17,2015-07-12 21:57:21.409000+00:00,2999,2.219837157660992,2908,2.1524796447076238,0.012583271650629163
Stellar Flare,Sugar Belle,21,2018-08-18 01:04:18.445000+00:00,483,2.2155963302752295,355,1.628440366972477,0.0963302752293578
Coco Pommel,Fluttershy,19,2014-01-20 21:10:56.016000+00:00,4179,2.212281630492324,4088,2.1641079936474323,0.010058231868713605
Pistachio,Sandbar,2,2018-11-16 17:41:18.523000+00:00,283,2.2109375,275,2.1484375,0.015625
Night Glider,Party Favor,26,2015-04-06 04:19:36.151000+00:00,3180,2.196132596685083,2940,2.0303867403314917,0.017955801104972375
Indigo Zap,Sugarcoat,24,2015-09-29 01:24:42.930000+00:00,2771,2.1784591194968552,2665,2.095125786163522,0.018867924528301886
Cheerilee,Scootaloo,12,2012-06-18 03:01:50+00:00,5326,2.1562753036437248,5203,2.1064777327935222,0.004858299595141701
Beauty Brass,Fiddlesticks,66,2013-04-21 20:55:00.760000+00:00,4651,2.1502542764678685,4274,1.975959315765141,0.030513176144244106
Pipsqueak,Sweetie Belle,69,2012-06-18 02:07:44+00:00,5282,2.1384615384615384,4695,1.9008097165991902,0.027935222672064778
Sunburst,Thorax,7,2016-09-21 15:01:09.478000+00:00,1928,2.1094091903719914,1864,2.0393873085339167,0.007658643326039387
Mina,Spike,23,2015-03-04 13:51:55.565000+00:00,3104,2.0958811613774477,3010,2.0324105334233624,0.015530047265361242
Open Skies,Thunderlane,6,2015-07-08 00:01:13.800000+00:00,2818,2.0797047970479703,2735,2.018450184501845,0.004428044280442804
Babs Seed,Sweetie Belle,28,2012-11-24 00:51:23+00:00,4806,2.0796192124621378,4582,1.9826914755517093,0.012115967113803548
Fluttershy,Sandalwood,49,2013-07-31 02:08:52.837000+00:00,4288,2.079534432589719,3486,1.6905916585838991,0.02376333656644035
Babs Seed,Dinky Hooves,2,2017-03-04 21:04:25.211000+00:00,1552,2.0693333333333332,1516,2.021333333333333,0.0026666666666666666
Babs Seed,Shady Daze,2,2017-03-04 21:04:25.211000+00:00,1552,2.0693333333333332,1516,2.021333333333333,0.0026666666666666666
Moondancer,Sunset Shimmer,15,2016-01-14 08:18:50.413000+00:00,2409,2.0678111587982833,2322,1.9931330472103004,0.012875536480686695
Big Macintosh,Thunderlane,15,2012-11-25 07:40:35+00:00,4705,2.036796536796537,4575,1.9805194805194806,0.006493506493506494
Octavia Melody,Princess Luna,20,2012-07-13 16:08:02+00:00,4960,2.0286298568507157,4810,1.967280163599182,0.0081799591002045
Thunderlane,Twilight Sparkle,32,2012-07-13 05:01:03+00:00,4944,2.022085889570552,4741,1.9390593047034765,0.013087934560327199
Apple Bloom,Zecora,30,2012-06-27 03:46:14+00:00,4940,2.007314099959366,4796,1.9488013002844373,0.012190166598943519
Pinkie Pie,Saffron Masala,23,2016-06-11 04:12:08.312000+00:00,1981,1.9498031496062993,1849,1.8198818897637796,0.022637795275590553
Kettle Corn,Skeedaddle,8,2018-02-17 19:36:42.928000+00:00,765,1.9125,725,1.8125,0.02
Big Macintosh,Starlight Glimmer,14,2015-10-09 20:29:58.697000+00:00,2385,1.8898573692551506,2300,1.8225039619651346,0.011093502377179081
Jet Set,Upper Crust,73,2012-06-23 09:40:53+00:00,4651,1.886815415821501,4360,1.768762677484787,0.029614604462474645
Octavia Melody,Spike,21,2012-06-23 02:38:28+00:00,4642,1.8831643002028398,4372,1.773630831643002,0.008519269776876268
Sky Stinger,Soarin',9,2016-10-22 17:33:07.822000+00:00,1661,1.8810872027180068,1584,1.7938844847112119,0.010192525481313703
Applejack,Mayor Mare,27,2012-06-21 06:59:22+00:00,4594,1.8621807863802189,4530,1.8362383461694365,0.010944466963923795
Lyra Heartstrings,Noteworthy,43,2012-08-22 07:20:57+00:00,4473,1.85987525987526,3927,1.6328482328482328,0.01787941787941788
Autumn Blaze,Princess Skystar,5,2018-09-09 16:39:05.270000+00:00,361,1.8418367346938775,307,1.566326530612245,0.025510204081632654
Discord,Queen Chrysalis,54,2012-06-24 12:53:32+00:00,4535,1.8405032467532467,4318,1.7524350649350648,0.021915584415584416
Derpy Hooves,Flitter,5,2016-11-19 20:22:44.594000+00:00,1549,1.8116959064327485,1510,1.7660818713450293,0.005847953216374269
Octavia Melody,Spitfire,19,2012-07-07 17:21:59+00:00,4425,1.8053855569155446,4289,1.7498980008159934,0.007751937984496124
Pinkie Pie,Soarin',47,2012-01-23 12:02:44+00:00,4695,1.7940389759266335,4354,1.6637371035536874,0.01795949560565533
Sour Sweet,Sugarcoat,13,2015-10-21 21:28:36.845000+00:00,2210,1.768,2167,1.7336,0.0104
Filthy Rich,Silver Spoon,10,2013-04-19 04:49:04.452000+00:00,3825,1.766743648960739,3723,1.7196304849884527,0.004618937644341801
Shining Armor,Sunset Shimmer,7,2014-05-15 13:39:13.741000+00:00,3103,1.7491544532130778,3014,1.6989853438556934,0.003945885005636978
Lightning Dust,Thunderlane,35,2013-01-31 03:58:59.022000+00:00,3911,1.743646901471244,3773,1.6821221578243424,0.01560410164957646
Rarity,Tom,49,2012-06-28 11:28:42+00:00,4260,1.7317073170731707,4009,1.6296747967479674,0.01991869918699187
Caramel,Sassaflash,44,2012-06-28 19:26:32+00:00,4245,1.725609756097561,3842,1.5617886178861788,0.01788617886178862
Prince Blueblood,Twilight Sparkle,76,2012-06-17 15:40:50+00:00,4247,1.7187373532982597,3351,1.3561311210036422,0.03075677863213274
Maud Pie,Tom,26,2014-03-15 17:14:12.651000+00:00,3150,1.7166212534059946,3077,1.6768392370572207,0.014168937329700272
Derpy Hooves,Soarin',19,2012-07-02 03:47:51+00:00,4214,1.7157980456026058,4121,1.6779315960912051,0.007736156351791531
Pinkie Pie,Surprise,28,2012-06-20 05:58:40+00:00,4213,1.7070502431118315,4129,1.6730145867098865,0.011345218800648298
Pinkie Pie,Scootaloo,22,2012-01-29 22:06:10+00:00,4444,1.702029873611643,4278,1.6384527001148985,0.008425890463423975
Flash Sentry,Trixie,34,2013-09-14 06:18:49.060000+00:00,3425,1.6980664352999504,2849,1.4124938026772433,0.01685671789786812
Big Macintosh,Gilda,21,2012-07-10 19:29:15+00:00,4111,1.6793300653594772,3997,1.6327614379084967,0.00857843137254902
Fluttershy,Zecora,15,2012-07-02 22:59:02+00:00,4042,1.6457654723127035,3863,1.5728827361563518,0.0061074918566775245
Prince Blueblood,Princess Cadance,20,2013-03-09 19:56:39.992000+00:00,3625,1.64324569356301,3237,1.4673617407071622,0.009066183136899365
Braeburn,Shining Armor,22,2012-11-19 00:17:43+00:00,3799,1.640328151986183,3629,1.5669257340241796,0.009499136442141624
Cup Cake,Spoiled Rich,8,2019-01-18 13:24:49.355000+00:00,105,1.6153846153846154,32,0.49230769230769234,0.12307692307692308
Cheerilee,Fluttershy,15,2012-07-02 21:52:04+00:00,3966,1.6148208469055374,3847,1.5663680781758957,0.0061074918566775245
Octavia Melody,Trixie,18,2012-07-04 22:42:33+00:00,3943,1.6067644661776692,3866,1.5753871230643848,0.007334963325183374
Lyra Heartstrings,Twilight Sparkle,24,2012-12-26 02:54:12.435000+00:00,3656,1.604212373848179,3508,1.5392716103554192,0.010530934620447565
Gabby,Rainbow Dash,2,2016-09-23 01:40:58.479000+00:00,1444,1.5833333333333333,1407,1.542763157894737,0.0021929824561403508
Big Macintosh,Discord,18,2012-11-13 10:55:54+00:00,3592,1.5469422911283377,3434,1.4788975021533162,0.007751937984496124
Fluttershy,Scootaloo,14,2012-06-28 21:38:35+00:00,3800,1.5447154471544715,3652,1.4845528455284553,0.005691056910569106
Iron Will,Stellar Flare,1,2018-12-18 09:47:04.467000+00:00,148,1.5416666666666667,140,1.4583333333333333,0.010416666666666666
Derpy Hooves,Lyra Heartstrings,18,2012-06-29 03:48:21+00:00,3724,1.5144367629117528,3607,1.466856445709638,0.0073200488003253355
Princess Flurry Heart,Pumpkin Cake,36,2016-03-26 22:01:29.246000+00:00,1655,1.514181152790485,1477,1.3513266239707227,0.03293687099725526
Cheerilee,Princess Celestia,46,2012-06-28 19:58:25+00:00,3711,1.5085365853658537,3630,1.475609756097561,0.01869918699186992
Adagio Dazzle,Timber Spruce,32,2017-12-03 03:30:03.080000+00:00,714,1.5,283,0.5945378151260504,0.06722689075630252
Apple Bloom,Rumble,44,2012-06-19 04:51:53+00:00,3694,1.4961522883758607,3384,1.370595382746051,0.017820980153908466
Daring Do,Doctor Caballeron,32,2014-02-09 11:18:57.553000+00:00,2794,1.4949170679507757,2681,1.4344569288389513,0.017121455323702513
Angel Bunny,Starlight Glimmer,32,2016-04-30 18:03:44.823000+00:00,1575,1.488657844990548,1153,1.0897920604914935,0.030245746691871456
Daring Do,Quibble Pants,7,2016-07-28 02:09:11.537000+00:00,1439,1.4850361197110422,1376,1.4200206398348814,0.007223942208462332
Princess Cadance,Sunburst,4,2016-11-22 22:12:03.833000+00:00,1248,1.4647887323943662,1202,1.4107981220657277,0.004694835680751174
Berry Punch,Ruby Pinch,16,2012-06-18 18:52:50+00:00,3598,1.4566801619433198,3436,1.391093117408907,0.006477732793522267
Limestone Pie,Short Fuse,1,2019-02-14 04:04:09.334000+00:00,55,1.4473684210526316,53,1.394736842105263,0.02631578947368421
Gilda,Princess Ember,4,2016-04-20 01:42:02.828000+00:00,1532,1.4344569288389513,1483,1.3885767790262171,0.003745318352059925
Braeburn,Pinkie Pie,33,2012-04-16 23:46:11+00:00,3633,1.434267666798263,3428,1.3533359652585866,0.013028030003947888
Moonlight Raven,Sunshine Smiles,10,2015-09-13 07:03:05.456000+00:00,1818,1.4114906832298137,1703,1.3222049689440993,0.007763975155279503
Apple Bloom,Maud Pie,15,2014-03-29 17:14:59.988000+00:00,2570,1.4113124656781988,2550,1.400329489291598,0.008237232289950576
Featherweight,Princess Celestia,7,2012-08-22 21:09:01+00:00,3390,1.4095634095634095,3302,1.372972972972973,0.0029106029106029108
Aloe,Spike,9,2012-10-19 18:34:52+00:00,3289,1.4013634426927992,3220,1.371964209629314,0.0038346825734980826
Mina,Princess Ember,9,2016-04-19 05:03:59.113000+00:00,1490,1.393826005612722,1419,1.3274087932647334,0.00841908325537886
Discord,Rainbow Dash,28,2012-06-23 16:22:53+00:00,3412,1.3841784989858013,3228,1.3095334685598377,0.011359026369168357
Mrs. Shy,Somnambula,8,2018-11-19 21:36:37.416000+00:00,173,1.384,113,0.904,0.064
Raven,Spike,16,2013-11-02 11:58:44.867000+00:00,2671,1.3572154471544715,2595,1.3185975609756098,0.008130081300813009
Coco Crusoe,Rainbow Stars,5,2017-08-21 01:53:36.760000+00:00,781,1.346551724137931,767,1.3224137931034483,0.008620689655172414
Silver Spoon,Twist,20,2012-09-07 20:10:18+00:00,3188,1.3344495604855588,3145,1.316450397655923,0.008371703641691083
Blaze,Fleetfoot,6,2016-05-08 11:06:35.638000+00:00,1388,1.321904761904762,1368,1.302857142857143,0.005714285714285714
Autumn Blaze,Pinkie Pie,1,2018-12-12 10:18:26.767000+00:00,132,1.2941176470588236,132,1.2941176470588236,0.00980392156862745
Photo Finish,Rarity,5,2017-03-06 20:00:29.292000+00:00,968,1.2941176470588236,948,1.267379679144385,0.0066844919786096255
Braeburn,Cherry Jubilee,22,2013-01-13 17:19:31.525000+00:00,2905,1.284829721362229,2849,1.2600619195046439,0.009730207872622734
Daring Do,Somnambula,2,2017-09-16 07:13:26.059000+00:00,708,1.2779783393501805,698,1.259927797833935,0.0036101083032490976
Spitfire,Twilight Sparkle,20,2012-06-17 17:26:37+00:00,3152,1.2755969243221368,3068,1.2416025900445165,0.008093889113719142
Sweetie Belle,Tender Taps,11,2016-04-09 23:48:21.828000+00:00,1368,1.267840593141798,1311,1.2150139017608896,0.010194624652455977
Lotus Blossom,Spike,8,2012-06-20 05:28:15+00:00,3080,1.2479740680713127,3011,1.2200162074554295,0.0032414910858995136
Crackle Pop,Tootsie Flute,19,2016-02-05 10:45:38.270000+00:00,1426,1.2475940507436571,1351,1.1819772528433945,0.016622922134733157
Moondancer,Spike,24,2012-07-01 23:06:09+00:00,3017,1.227920227920228,2924,1.19006919006919,0.009768009768009768
Aria Blaze,Fluttershy,80,2014-10-22 20:48:45.533000+00:00,1968,1.2193308550185873,1338,0.828996282527881,0.04956629491945477
Apple Bloom,Featherweight,22,2012-06-22 03:07:15+00:00,3006,1.218978102189781,2884,1.1695052716950527,0.008921330089213302
Double Diamond,Sugar Belle,18,2015-04-06 04:19:36.151000+00:00,1749,1.2078729281767955,1638,1.1312154696132597,0.012430939226519336
Cheerilee,Rainbow Dash,5,2012-10-02 01:24:22+00:00,2842,1.2021996615905246,2817,1.1916243654822336,0.0021150592216582064
Big Macintosh,Sweetcream Scoops,21,2013-03-26 20:10:04.967000+00:00,2627,1.2000913659205117,2524,1.1530379168570124,0.009593421653723162
Chancellor Neighsay,Twilight Sparkle,6,2018-08-06 21:23:29.640000+00:00,275,1.1956521739130435,242,1.0521739130434782,0.02608695652173913
Princess Luna,Scootaloo,18,2012-09-30 17:45:26+00:00,2823,1.1931530008453086,2680,1.1327134404057482,0.0076077768385460695
Daring Do,Zecora,17,2012-06-19 13:02:42+00:00,2945,1.1927906034831917,2890,1.170514378290806,0.00688537869582827
Limestone Pie,Zephyr Breeze,27,2016-06-04 18:31:05.499000+00:00,1214,1.1867057673509287,999,0.9765395894428153,0.026392961876832845
Pokey Pierce,Rainbow Dash,3,2015-07-23 04:36:54.237000+00:00,1570,1.171641791044776,1554,1.1597014925373135,0.002238805970149254
Rumble,Tender Taps,20,2016-05-02 17:00:21.664000+00:00,1233,1.1676136363636365,1132,1.071969696969697,0.01893939393939394
Fluttershy,Thorax,13,2016-12-26 05:12:31.375000+00:00,954,1.1662591687041566,887,1.0843520782396088,0.01589242053789731
Feather Bangs,Sugar Belle,11,2017-05-13 15:57:30.968000+00:00,782,1.15,716,1.0529411764705883,0.016176470588235296
Minuette,Moondancer,6,2015-07-04 17:25:16.641000+00:00,1558,1.1464311994113319,1516,1.1155261221486388,0.004415011037527594
Lyra Heartstrings,Spike,19,2012-06-29 14:58:59+00:00,2819,1.1464009760065068,2675,1.087840585603904,0.0077267181781211875
King Sombra,Rarity,24,2013-05-27 16:33:16.046000+00:00,2429,1.1419840150446638,2173,1.0216267042783262,0.011283497884344146
Babs Seed,Snips,34,2012-11-21 21:13:36+00:00,2638,1.1400172860847018,2290,0.989628349178911,0.014693171996542784
Octavia Melody,Twilight Sparkle,15,2012-06-21 20:30:14+00:00,2794,1.1325496554519658,2678,1.085528982569923,0.006080259424402107
Gilda,Princess Celestia,7,2012-09-25 02:12:22+00:00,2629,1.1088148460565161,2584,1.0898355124420076,0.0029523407844791226
Derpy Hooves,Flash Sentry,36,2014-10-05 17:56:18.579000+00:00,1807,1.1079092581238503,1535,0.9411404046597179,0.022072348252605765
Applejack,Scootaloo,11,2013-03-02 04:47:11.005000+00:00,2420,1.0935381834613647,2351,1.0623587889742432,0.004970628106642567
Flash Sentry,Rarity,34,2013-07-16 23:21:11.965000+00:00,2271,1.0934039480019258,1665,0.8016369764082811,0.01636976408281175
Fluttershy,Timber Spruce,29,2016-09-26 17:16:05.795000+00:00,992,1.0913091309130913,652,0.7172717271727173,0.0319031903190319
Caramel,Twilight Sparkle,38,2012-01-28 13:53:30+00:00,2837,1.0861408882082695,2674,1.0237366003062787,0.01454823889739663
Pinkie Pie,Thunderbass,48,2016-01-25 16:16:16.892000+00:00,1251,1.084055459272097,997,0.8639514731369151,0.0415944540727903
Scootaloo,Thunderlane,11,2012-10-25 23:33:37+00:00,2516,1.074754378470739,2437,1.0410081161896625,0.004698846646732166
Trenderhoof,Zephyr Breeze,11,2016-06-09 05:31:36.073000+00:00,1090,1.0707269155206287,991,0.9734774066797642,0.010805500982318271
Bluebonnet,Rolling Thunder,3,2018-09-15 19:13:07.834000+00:00,203,1.068421052631579,191,1.0052631578947369,0.015789473684210527
Minuette,Twilight Sparkle,18,2012-09-12 21:14:25+00:00,2505,1.050755033557047,2441,1.0239093959731544,0.007550335570469799
Gilda,Trixie,26,2012-06-28 14:10:28+00:00,2580,1.048780487804878,2461,1.0004065040650407,0.01056910569105691
Applejack,Limestone Pie,10,2016-03-28 20:14:54.398000+00:00,1143,1.0476626947754353,1091,1.0,0.00916590284142988
Cheerilee,Moondancer,1,2017-02-14 20:31:37.207000+00:00,799,1.0403645833333333,789,1.02734375,0.0013020833333333333
Indigo Zap,Sour Sweet,6,2016-05-31 00:24:41.442000+00:00,1061,1.0331061343719572,1029,1.0019474196689386,0.005842259006815969
Lightning Dust,Scootaloo,6,2013-09-10 17:58:37.832000+00:00,2086,1.0321622958931223,2017,0.9980207817911925,0.0029688273132112814
Discord,Lord Tirek,34,2014-05-11 17:27:27.292000+00:00,1827,1.0275590551181102,1570,0.8830146231721034,0.019122609673790775
Flash Sentry,Thunderbass,93,2013-07-31 06:34:10.405000+00:00,2116,1.026188166828322,945,0.45829291949563533,0.04510184287099903
Applejack,King Sombra,18,2013-09-03 22:15:34.410000+00:00,2052,1.0118343195266273,1955,0.9640039447731755,0.008875739644970414
Silver Spoon,Spike,19,2012-06-20 06:33:45+00:00,2490,1.0089141004862237,2447,0.9914910858995137,0.007698541329011345
Pinkie Pie,Troubleshoes Clyde,12,2015-05-02 16:17:22.114000+00:00,1433,1.0077355836849509,1302,0.9156118143459916,0.008438818565400843
Discord,King Sombra,22,2013-01-13 02:33:55.087000+00:00,2258,0.9986731534719151,2107,0.9318885448916409,0.009730207872622734
Gilda,Twilight Sparkle,15,2012-06-28 23:00:10+00:00,2447,0.9947154471544716,2385,0.9695121951219512,0.006097560975609756
Cheerilee,Marble Pie,11,2017-04-05 19:49:59.484000+00:00,713,0.9930362116991643,606,0.8440111420612814,0.01532033426183844
Amber Grain,BifröSt,1,2018-10-18 18:29:27.597000+00:00,155,0.9872611464968153,154,0.9808917197452229,0.006369426751592357
Caramel,Thunderlane,6,2014-06-23 12:16:24.034000+00:00,1707,0.9838616714697407,1678,0.9671469740634006,0.00345821325648415
Twilight Sparkle,Vinyl Scratch,16,2012-07-01 02:04:53+00:00,2397,0.9755799755799756,2327,0.9470899470899471,0.006512006512006512
Cheese Sandwich,Maud Pie,28,2014-03-15 19:42:31.617000+00:00,1790,0.9754768392370572,1508,0.8217983651226158,0.015258855585831062
Derpy Hooves,Trixie,26,2012-01-25 11:40:44+00:00,2542,0.9720841300191204,2440,0.9330783938814532,0.00994263862332696
Discord,Princess Cadance,8,2012-07-13 12:35:47+00:00,2366,0.9676891615541923,2261,0.9247443762781186,0.0032719836400817996
Apple Bloom,Snails,28,2012-06-29 21:55:35+00:00,2370,0.9638064253761692,2262,0.9198861325742171,0.011386742578283855
Lyra Heartstrings,Tootsie Flute,6,2015-12-14 20:41:56.157000+00:00,1152,0.9632107023411371,1101,0.9205685618729097,0.005016722408026756
Sonata Dusk,Trixie,10,2014-11-12 16:53:01.203000+00:00,1533,0.9623352165725048,1471,0.9234149403640929,0.006277463904582548
Babs Seed,Cozy Glow,4,2018-10-23 14:52:58.336000+00:00,146,0.9605263157894737,108,0.7105263157894737,0.02631578947368421
Apple Bloom,Pipsqueak,42,2012-07-23 08:08:53+00:00,2333,0.9581108829568789,1876,0.7704312114989733,0.01724845995893224
Spike,Winona,24,2012-07-19 16:58:06+00:00,2336,0.957769577695777,2139,0.8769987699876999,0.00984009840098401
Spitfire,Trixie,27,2012-01-24 03:00:01+00:00,2496,0.9541284403669725,2438,0.9319571865443425,0.010321100917431193
Indigo Zap,Rainbow Dash,7,2015-10-24 17:30:59.981000+00:00,1183,0.9486768243785084,1151,0.9230152365677626,0.0056134723336006415
Discord,Rarity,17,2012-07-08 22:21:13+00:00,2322,0.9477551020408164,2172,0.8865306122448979,0.0069387755102040816
Silver Spoon,Snips,11,2013-02-13 14:56:13.831000+00:00,2110,0.9461883408071748,2009,0.9008968609865471,0.004932735426008968
Coco Pommel,Maud Pie,13,2014-03-28 01:19:20.906000+00:00,1719,0.9434687156970363,1624,0.8913282107574094,0.007135016465422613
Diamond Tiara,Spike,18,2012-09-03 15:22:53+00:00,2252,0.9410781445883828,2141,0.8946928541579607,0.007521938988717091
Cheese Sandwich,Rainbow Dash,19,2014-01-31 22:49:30.627000+00:00,1752,0.9329073482428115,1601,0.8525026624068157,0.010117145899893504
Pinkie Pie,Sugarcoat,6,2016-10-31 16:22:00.122000+00:00,810,0.9267734553775744,791,0.9050343249427918,0.006864988558352402
Double Diamond,Rarity,21,2015-04-04 23:16:45.540000+00:00,1336,0.9213793103448276,1169,0.8062068965517242,0.014482758620689656
Braeburn,Thunderlane,10,2012-06-29 00:38:01+00:00,2227,0.9056527043513624,2176,0.8849125660837739,0.004066693777958519
Prince Hisan,Somnambula,5,2017-09-05 01:59:27.956000+00:00,508,0.8991150442477877,481,0.8513274336283185,0.008849557522123894
